2020/04/23 18:30:37 failed to estimate gas needed: gas required exceeds allowance or always failing transaction
2020/04/23 18:32:09 failed to estimate gas needed: gas required exceeds allowance or always failing transaction
2020/04/23 18:34:47 failed to estimate gas needed: gas required exceeds allowance or always failing transaction
2020/04/23 18:35:30 failed to estimate gas needed: gas required exceeds allowance or always failing transaction
2020/04/23 18:36:20 failed to estimate gas needed: gas required exceeds allowance or always failing transaction
2020/04/23 18:36:50 failed to estimate gas needed: gas required exceeds allowance or always failing transaction
2020/04/23 18:37:06 failed to estimate gas needed: gas required exceeds allowance or always failing transaction
2020/04/23 18:37:16 failed to estimate gas needed: gas required exceeds allowance or always failing transaction
2020/04/23 18:37:32 failed to estimate gas needed: gas required exceeds allowance or always failing transaction
2020/04/23 18:37:48 failed to estimate gas needed: gas required exceeds allowance or always failing transaction
2020/04/23 19:12:42 failed to estimate gas needed: gas required exceeds allowance or always failing transaction
 buffer_size : 32 noOfInputGates : 4 party : Hospital 2020/04/23 19:13:59 Time hospital_GenerateEstimateBill : 11.403718ms 

 buffer_size : 32 noOfInputGates : 4 party : Hospital 2020/04/23 19:13:59 Tx HospitalGenerateEstimateBill :  233160 

 buffer_size : 32 noOfInputGates : 4 party : Hospital 2020/04/23 19:13:59 Time Hospital_SendingEstimateBill : 209.067µs 

 buffer_size : 32 noOfInputGates : 4 party : Patient 2020/04/23 19:13:59 Time Patient_LockingEstimatedAmount : 12.370587ms 

 buffer_size : 32 noOfInputGates : 4 party : Patient 2020/04/23 19:13:59 Tx Patient_LockingEstimatedAmount :  56647 

 buffer_size : 32 noOfInputGates : 4 party : Hospital 2020/04/23 19:14:00 Time Hospital_WaitingForPatientToLockEstimateAmount : 1.001208792s 

 buffer_size : 32 noOfInputGates : 4 party : Hospital 2020/04/23 19:14:00 Time Hospital_StartTreatment : 13.093824ms 

 buffer_size : 32 noOfInputGates : 4 party : Hospital 2020/04/23 19:14:00 Tx HospitalStartTreatment :  52327 

 buffer_size : 32 noOfInputGates : 4 party : Patient 2020/04/23 19:14:00 Time Patient_WaitingForHospitalToStartTreatment : 1.002187457s 

 buffer_size : 32 noOfInputGates : 4 party : Hospital 2020/04/23 19:14:00 Time Hospital_CalculatingVariables : 368.459µs 

 buffer_size : 32 noOfInputGates : 4 party : Hospital 2020/04/23 19:14:00 Time Hospital_KeepingSignedHashToBlockchain : 21.888734ms 

 buffer_size : 32 noOfInputGates : 4 party : Hospital 2020/04/23 19:14:00 Tx HospitalKeepSignedHashToBlockchain :  52327 

 buffer_size : 32 noOfInputGates : 4 party : Patient 2020/04/23 19:14:00 Time Patient_WaitingForHospitalToSendMultiSignIdAndEncryptedFiles : 22.577584ms 

 buffer_size : 32 noOfInputGates : 4 party : Hospital 2020/04/23 19:14:00 Time Hospital_SendingMultiSignIdAndEncodedOuptuts : 546.306µs 

 buffer_size : 32 noOfInputGates : 4 party : Patient 2020/04/23 19:14:00 Time Patient_CheckingMerkleRootAndVerifySignature : 303.217µs 

 buffer_size : 32 noOfInputGates : 4 party : Patient 2020/04/23 19:14:00 Time Patient_VerifyingSignatureAndMerkleRoot : 42.680131ms 

 buffer_size : 32 noOfInputGates : 4 party : Patient 2020/04/23 19:14:00 Tx PatientVerifyAndGiveConsent :  99004 

 buffer_size : 32 noOfInputGates : 4 party : Hospital 2020/04/23 19:14:01 Time Hospital_WaitingForPatientToVerifySignatureAndMerkleRoot : 1.001587729s 

